table_schema,table_name,column_name,data_type,is_nullable,column_default
FH,FHVendorPaymentRefreshLogs,CreatedBy,text,YES,
FH,FHVendorPaymentRefreshLogs,LastModified,timestamp without time zone,YES,
FH,FHVendorPaymentRefreshLogs,LastModifiedBy,text,YES,
FH,FHVendorPaymentRefreshLogs,IsInActive,boolean,NO,
FH,FHVendorSetupDatas,FHVendorSetupDataKey,uuid,NO,
FH,FHVendorSetupDatas,VendorCode,text,NO,
FH,FHVendorSetupDatas,VendorName,text,NO,
FH,FHVendorSetupDatas,Created,timestamp without time zone,YES,
FH,FHVendorSetupDatas,CreatedBy,text,YES,
FH,FHVendorSetupDatas,LastModified,timestamp without time zone,YES,
FH,FHVendorSetupDatas,LastModifiedBy,text,YES,
FH,FHVendorSetupDatas,IsInActive,boolean,NO,
FH,FHVendorSetupDatas,Account1099Type,integer,YES,
FH,FHVendorSetupDatas,Address1,text,YES,
FH,FHVendorSetupDatas,Address2,text,YES,
FH,FHVendorSetupDatas,BankAccountNumber,text,YES,
FH,FHVendorSetupDatas,BankRouting,text,YES,
FH,FHVendorSetupDatas,City,text,YES,
FH,FHVendorSetupDatas,ContactPhoneNumber,text,YES,
FH,FHVendorSetupDatas,ContactReference,text,YES,
FH,FHVendorSetupDatas,EmailId,text,YES,
FH,FHVendorSetupDatas,FirstName,text,YES,
FH,FHVendorSetupDatas,LastName,text,YES,
FH,FHVendorSetupDatas,NickName,text,YES,
FH,FHVendorSetupDatas,Notes,text,YES,
FH,FHVendorSetupDatas,PaymentAccountType,integer,YES,
FH,FHVendorSetupDatas,PaymentMethod,integer,YES,
FH,FHVendorSetupDatas,PhoneNumber,text,YES,
FH,FHVendorSetupDatas,Reference,text,YES,
FH,FHVendorSetupDatas,RemitToAddress1,text,YES,
FH,FHVendorSetupDatas,RemitToAddress2,text,YES,
FH,FHVendorSetupDatas,RemitToCity,text,YES,
FH,FHVendorSetupDatas,RemitToName,text,YES,
FH,FHVendorSetupDatas,RemitToState,text,YES,
FH,FHVendorSetupDatas,RemitToZipCode,text,YES,
FH,FHVendorSetupDatas,State,text,YES,
FH,FHVendorSetupDatas,TaxId,text,YES,
FH,FHVendorSetupDatas,Website,text,YES,
FH,FHVendorSetupDatas,ZipCode,text,YES,
FH,FHVendorSetupDatas,IsEncrypted,boolean,YES,
FH,FHVoucherPrintTemplates,FHVoucherPrintTemplateKey,uuid,NO,
FH,FHVoucherPrintTemplates,TemplateName,text,YES,
FH,FHVoucherPrintTemplates,IsPrintWithOverlay,boolean,NO,
FH,FHVoucherPrintTemplates,Overlay,text,YES,
FH,FHVoucherPrintTemplates,PrintPaperFontCode,integer,YES,
FH,FHVoucherPrintTemplates,HtmlTemplate,text,YES,
FH,FHVoucherPrintTemplates,IsEditable,boolean,NO,
FH,FHVoucherPrintTemplates,HtmlString,text,YES,
FH,FHVoucherPrintTemplates,IsDefault,boolean,YES,
FH,FHVoucherPrintTemplates,Created,timestamp without time zone,YES,
FH,FHVoucherPrintTemplates,CreatedBy,text,YES,
FH,FHVoucherPrintTemplates,LastModified,timestamp without time zone,YES,
FH,FHVoucherPrintTemplates,LastModifiedBy,text,YES,
FH,FHVoucherPrintTemplates,IsInActive,boolean,NO,
FH,FHVoucherPrintTemplates,PrintPaperLength,numeric,YES,
FH,FHVoucherPrintTemplates,PrintPaperWidth,numeric,YES,
FH,FHVoucherPrintTemplates,PrintPaperFontSize,numeric,YES,
FH,FHVoucherPrintTemplates,OverlayName,text,YES,
FH,FHVoucherPrintTemplates,CSSStyle,text,YES,
FH,FHVoucherPrintTemplates,HTMLPrintTemplate,text,YES,
FH,FHVoucherPrintTemplates,HtmlTableBody,text,YES,
FH,FHVoucherPrintTemplates,VoucherFormat,integer,NO,0
FH,FHYearEndDistributionDatas,FHYearEndDistributionDataKey,uuid,NO,
FH,FHYearEndDistributionDatas,FHFundAccountBreakDataKey,uuid,YES,
FH,FHYearEndDistributionDatas,FundBalanceGlAccountDataKey,uuid,YES,
FH,FHYearEndDistributionDatas,ProfitHandlerGlAccountDataKey,uuid,YES,
FH,FHYearEndDistributionDatas,Created,timestamp without time zone,YES,
FH,FHYearEndDistributionDatas,CreatedBy,text,YES,
FH,FHYearEndDistributionDatas,LastModified,timestamp without time zone,YES,
FH,FHYearEndDistributionDatas,LastModifiedBy,text,YES,
FH,FHYearEndDistributionDatas,IsInActive,boolean,NO,
FH,FHYearEndRollDatas,FHYearEndRollDataKey,uuid,NO,
FH,FHYearEndRollDatas,FiscalYear,integer,NO,
FH,FHYearEndRollDatas,FiscalMonth,integer,NO,
FH,FHYearEndRollDatas,ProcessDate,timestamp without time zone,NO,
FH,FHYearEndRollDatas,YearEndRollStatus,integer,NO,
FH,FHYearEndRollDatas,Created,timestamp without time zone,YES,
FH,FHYearEndRollDatas,CreatedBy,text,YES,
FH,FHYearEndRollDatas,LastModified,timestamp without time zone,YES,
FH,FHYearEndRollDatas,LastModifiedBy,text,YES,
FH,FHYearEndRollDatas,IsInActive,boolean,NO,
FH,FHYearEndRollDatas,FHJournaDataKey,uuid,YES,
FH,FH_MigrationHistory,MigrationId,character varying,NO,
FH,FH_MigrationHistory,ProductVersion,character varying,NO,
FH,ReportRelatedAccountBreakAccountLineMappings,ReportRelatedAccountBreakAccountLineMappingKey,uuid,NO,
FH,ReportRelatedAccountBreakAccountLineMappings,ReportRelatedAccountBreakKey,uuid,NO,
FH,ReportRelatedAccountBreakAccountLineMappings,FHAccountLineBreakDataKey,uuid,NO,
FH,ReportRelatedAccountBreakAccountLineMappings,Created,timestamp without time zone,YES,
FH,ReportRelatedAccountBreakAccountLineMappings,CreatedBy,text,YES,
FH,ReportRelatedAccountBreakAccountLineMappings,LastModified,timestamp without time zone,YES,
FH,ReportRelatedAccountBreakAccountLineMappings,LastModifiedBy,text,YES,
FH,ReportRelatedAccountBreakAccountLineMappings,IsInActive,boolean,NO,
FH,ReportRelatedAccountBreaks,ReportRelatedAccountBreakKey,uuid,NO,
FH,ReportRelatedAccountBreaks,Name,text,NO,
FH,ReportRelatedAccountBreaks,Order,integer,NO,
FH,ReportRelatedAccountBreaks,FHReportRelatedAccountBreakConfigurationKey,uuid,NO,
FH,ReportRelatedAccountBreaks,Created,timestamp without time zone,YES,
FH,ReportRelatedAccountBreaks,CreatedBy,text,YES,
FH,ReportRelatedAccountBreaks,LastModified,timestamp without time zone,YES,
FH,ReportRelatedAccountBreaks,LastModifiedBy,text,YES,
FH,ReportRelatedAccountBreaks,IsInActive,boolean,NO,
